Imagename,Depth,lat,lon,alt,num,fn
201503.20150520.224745794.138400.png,66.88,39.420967,-72.927935,1.79,0,0
201503.20150520.225444185.140900.png,66.53,39.416407,-72.913747,1.87,0,0
201503.20150520.230429926.144400.png,72.62,39.409833,-72.893863,2.01,0,0
201503.20150520.230906066.146050.png,73.22,39.406768,-72.884508,1.84,0,0
201503.20150520.231128332.146900.png,73.47,39.405225,-72.879665,1.57,0,0
201503.20150520.231350579.147750.png,72.6,39.403645,-72.874707,1.94,0,0
201503.20150520.231505893.148200.png,71.56,39.402797,-72.87213,1.64,0,0
201503.20150520.231612830.148600.png,71.1,39.402048,-72.869865,1.83,0,0
201503.20150520.231826718.149400.png,70.78,39.400568,-72.865335,2,0,0
201503.20150520.232443265.151650.png,68.16,39.39618,-72.852153,1.36,0,0
201503.20150520.232558585.152100.png,68.82,39.395322,-72.849558,2.01,0,0
201503.20150520.232804102.152850.png,70.86,39.393818,-72.845145,2.2,0,0
201503.20150520.233256977.154600.png,71.44,39.390315,-72.834903,1.88,0,0
201503.20150520.234135782.157700.png,73.19,39.383998,-72.816733,1.8,0,0
201503.20150520.234637028.159500.png,75.21,39.38027,-72.806365,1.74,0,0
