Imagename,Depth,lat,lon,alt,num,fn
201503.20150520.235121532.161200.png,75.43,39.376757,-72.7965,1.83,0,0
201503.20150521.000855883.167500.png,76.68,39.396687,-72.78066,1.25,0,0
201503.20150521.003041547.175300.png,74.15,39.425423,-72.765557,1.9,0,0
201503.20150521.005350519.183600.png,74.96,39.46059,-72.748562,1.43,0,0
201503.20150521.010845869.188950.png,72.88,39.48349,-72.73928,1.58,0,0
201503.20150521.022536551.216500.png,71.47,39.608272,-72.698922,1.88,0,0
201503.20150521.024919260.225000.png,71.94,39.63594,-72.714972,2.06,0,0
201503.20150521.024952740.225200.png,71.73,39.63616,-72.71619,1.86,0,0
201503.20150521.025240094.226200.png,72.33,39.637278,-72.722193,1.84,0,0
201503.20150521.025651134.227700.png,72.76,39.638815,-72.731208,2.16,0,0
201503.20150521.031031175.232600.png,69.99,39.643278,-72.761475,1.6,0,0
201503.20150521.031450585.234150.png,69.14,39.644632,-72.771058,2.16,0,0
201503.20150521.031746320.235200.png,69.31,39.645577,-72.777568,2.16,0,0
201503.20150521.032016945.236100.png,68.73,39.646347,-72.783182,1.8,0,0
201503.20150521.032050406.236300.png,69.09,39.646535,-72.784402,2.08,0,0
201503.20150521.033151480.240250.png,68.61,39.651402,-72.808505,1.94,0,0
201503.20150521.033554133.241700.png,69.16,39.653585,-72.817232,1.47,0,0
201503.20150521.033858235.242800.png,68.42,39.655182,-72.823772,2.11,0,0
201503.20150521.034219052.244000.png,68.72,39.656912,-72.830837,2.05,0,0
201503.20150521.035559105.248900.png,66.29,39.66423,-72.860332,1.31,0,0
201503.20150521.040347702.251700.png,65.52,39.668327,-72.877213,2.19,0,0
201503.20150521.041958383.257500.png,65.82,39.67707,-72.91188,1.81,0,0
201503.20150521.042155530.258200.png,64.65,39.678187,-72.916093,2.09,0,0
201503.20150521.042837187.260600.png,64.51,39.681855,-72.930297,2.23,0,0
201503.20150521.043321696.262300.png,64.13,39.684273,-72.94053,2.08,0,0
201503.20150521.044504597.266500.png,64.61,39.689793,-72.965723,1.99,0,0
201503.20150521.045104422.268650.png,61.22,39.692402,-72.978837,1.79,0,0
201503.20150521.050805294.274750.png,51.18,39.700262,-73.016832,2.23,0,0
201503.20150521.051035914.275650.png,50.18,39.701428,-73.022472,1.97,4,0
201503.20150521.051306543.276550.png,50.48,39.702578,-73.028152,2.06,0,0
201503.20150521.051553891.277550.png,51.3,39.703805,-73.034392,2.11,2,0
201503.20150521.051914735.278750.png,51.83,39.705332,-73.041975,2.2,0,0
201503.20150521.052136978.279600.png,51.57,39.70638,-73.047307,2.03,0,0
201503.20150521.052908850.282300.png,52.52,39.709618,-73.064245,1.85,0,0
201503.20150521.053212930.283400.png,52.75,39.710942,-73.07101,2.04,0,0
201503.20150521.054035003.286400.png,50.47,39.7145,-73.089378,2.2,6,0
201503.20150521.055603830.291950.png,46.9,39.7211,-73.123408,2.19,0,0
201503.20150521.060113452.293800.png,45.86,39.723417,-73.134828,1.82,0,0
201503.20150521.060327324.294600.png,45.85,39.724443,-73.139753,2.05,0,0
201503.20150521.061206143.297700.png,43.83,39.728303,-73.158917,1.92,0,0
201503.20150521.061453498.298700.png,43.31,39.729598,-73.165077,1.7,4,0
201503.20150521.062619658.302800.png,42.48,39.735167,-73.18993,2.21,0,0
201503.20150521.063030696.304300.png,41.81,39.737432,-73.199045,2.14,18,0
201503.20150521.063120902.304600.png,41.72,39.737868,-73.200842,1.89,0,0
201503.20150521.063202751.304850.png,41.82,39.738233,-73.202342,2.12,0,0
201503.20150521.064106665.308100.png,42.21,39.743017,-73.222257,1.7,0,0
201503.20150521.064345646.309050.png,42.51,39.744487,-73.228253,2,1,0
201503.20150521.064855266.310900.png,42.96,39.747193,-73.239823,1.6,0,0
201503.20150521.065849375.314450.png,41.73,39.752075,-73.262453,2.06,1,0
201503.20150521.071328005.319700.png,42.53,39.759128,-73.295823,2.29,0,0
201503.20150521.072313749.323200.png,40.89,39.76393,-73.317848,1.89,0,0
201503.20150521.073242768.326600.png,40.09,39.768728,-73.339175,1.82,0,0
201503.20150521.075157695.333500.png,38.4,39.77818,-73.38287,2.14,0,0
201503.20150521.082632928.345900.png,33.73,39.789068,-73.464948,2.03,0,0
201503.20150521.092019079.365177.png,33.7,39.846875,-73.564187,2.28,87,11
201503.20150521.093025424.368800.png,31.89,39.864308,-73.573732,2.03,141,9
201503.20150521.094258679.373300.png,34.47,39.886097,-73.585497,1.92,0,0
201503.20150521.094422371.373800.png,33.61,39.888537,-73.586788,1.39,0,0
201503.20150521.103418062.391700.png,34.98,39.974292,-73.629703,1.7,4,0
201503.20150521.125346427.441703.png,46.34,40.042932,-73.527832,1.22,0,0
201503.20150521.140831261.468500.png,59.15,40.010937,-73.36571,1.82,0,0
201503.20150521.141349430.470400.png,54.49,40.009042,-73.35446,2.03,0,0
201503.20150521.141924120.472400.png,53.85,40.006953,-73.342512,2.18,0,0
201503.20150521.142425369.474200.png,54.46,40.00504,-73.331685,1.58,0,0
201503.20150521.142853148.475800.png,52.64,40.003362,-73.322073,1.46,0,0
201503.20150521.143320928.477400.png,50.92,40.001617,-73.312537,1.5,0,0
201503.20150521.143945828.479700.png,51.48,39.998363,-73.298992,1.57,0,0
201503.20150521.144503826.481600.png,51.78,39.995722,-73.287817,1.17,0,0
201503.20150521.145523038.485300.png,51.33,39.990687,-73.266062,1.95,0,0
201503.20150521.150041021.487200.png,53.33,39.988168,-73.254907,1.49,0,0
201503.20150521.150435486.488600.png,57.05,39.986458,-73.247147,2.19,0,0
201503.20150521.150542424.489000.png,58.77,39.985997,-73.244972,1.65,0,0
201503.20150521.151615031.492780.png,59.45,39.980905,-73.223638,1.83,0,0
201503.20150521.152153098.494800.png,59.51,39.977797,-73.211327,1.85,0,0
201503.20150521.152834753.497200.png,61.15,39.974272,-73.197158,1.99,0,0
201503.20150521.153820513.500700.png,62.45,39.968735,-73.176375,1.92,0,0
201503.20150521.155422824.506450.png,72.28,39.958715,-73.142565,2.03,0,0
201503.20150521.180722520.2452.png,69.95,39.955185,-73.13113,1.5,0,0
201503.20150521.181513469.5266.png,65.36,39.951243,-73.113725,1.51,0,0
201503.20150521.181913456.6700.png,54.79,39.949188,-73.104843,1.81,0,0
201503.20150521.190458125.23100.png,51.47,39.923997,-73.002963,1.96,1,0
201503.20150521.193859888.35300.png,52.76,39.904602,-72.926785,1.98,0,0
201503.20150521.193950092.35600.png,52.81,39.904167,-72.924878,1.93,0,0
201503.20150521.195741181.42000.png,54.34,39.895118,-72.884342,2.19,99,5
201503.20150521.211817804.70900.png,58.78,39.855673,-72.703518,1.87,0,0
201503.20150521.213732565.77800.png,58.92,39.844602,-72.660898,1.76,0,0
201503.20150521.215219565.83100.png,58.01,39.836522,-72.628082,1.95,0,0
201503.20150521.224001371.100200.png,64.93,39.857925,-72.563988,1.82,0,0
201503.20150521.224412410.101700.png,65.05,39.864838,-72.56336,2.19,0,0
201503.20150521.224552822.102300.png,65.21,39.867668,-72.563202,1.83,0,0
201503.20150521.225234479.104700.png,64.38,39.878817,-72.562428,1.65,0,0
201503.20150521.225702256.106300.png,63.51,39.886255,-72.561992,1.43,0,0
201503.20150521.233047276.118400.png,62.63,39.94354,-72.557595,1.64,0,0
201503.20150521.234641210.124100.png,62.36,39.967277,-72.563995,1.98,0,0
201503.20150521.235142452.125900.png,62.39,39.97086,-72.57408,1.77,0,0
201503.20150522.001541735.134500.png,59.85,39.988475,-72.622557,2.06,1,0
201503.20150522.001919299.135800.png,59.31,39.991198,-72.62993,1.86,0,0
201503.20150522.002420534.137600.png,59.52,39.994968,-72.640122,1.67,0,0
201503.20150522.003349547.141000.png,59.22,40.00208,-72.659252,2.29,0,0
201503.20150522.004245098.144200.png,58.8,40.008828,-72.677348,1.93,6,0
201503.20150522.004803074.146100.png,59.15,40.01279,-72.688088,1.87,0,0
201503.20150522.005230850.147700.png,58.26,40.016228,-72.697167,1.84,0,0
201503.20150522.005929229.150200.png,57.82,40.021602,-72.710938,1.71,0,0
201503.20150522.012813018.160500.png,56.05,40.041738,-72.767422,1.94,0,0
201503.20150522.014004281.164750.png,55.95,40.049997,-72.791078,1.67,19,0
201503.20150522.014234921.165650.png,57.18,40.051693,-72.795992,1.98,0,0
201503.20150522.015935796.171750.png,54.55,40.062945,-72.829478,1.74,23,0
201503.20150522.015944149.171800.png,54.54,40.063037,-72.829742,1.74,0,0
201503.20150522.022943241.182550.png,51.47,40.081803,-72.890067,1.79,0,0
201503.20150522.023222230.183500.png,51.38,40.083443,-72.89547,1.81,0,0
201503.20150522.024903037.189480.png,49.62,40.09388,-72.929598,1.93,302,14
201503.20150522.030319907.194600.png,48.54,40.102875,-72.958685,1.85,0,0
201503.20150522.030730937.196100.png,48.36,40.105483,-72.96716,1.74,10,0
201503.20150522.031108501.197400.png,48.21,40.107712,-72.974525,1.71,0,0
201503.20150522.031609745.199200.png,48.43,40.110847,-72.984642,1.82,11,0
201503.20150522.043539593.227700.png,42.99,40.16546,-73.148087,1.68,0,0
201503.20150522.060455364.259700.png,40.2,40.22919,-73.33513,1.77,1,0
201503.20150522.070223754.280305.png,32.38,40.269927,-73.459448,1.68,0,0
201503.20150522.071101742.283400.png,31.38,40.275635,-73.477823,2.02,0,0
201503.20150522.084856126.318500.png,28.54,40.370087,-73.449945,2.01,0,0
201503.20150522.092445008.331340.png,28.98,40.407202,-73.383463,1.97,0,0
201503.20150522.093317119.334400.png,29.48,40.400547,-73.365685,1.49,0,0
201503.20150522.101821945.350562.png,31.56,40.367265,-73.272167,1.75,92,5
201503.20150522.103438977.356400.png,33.8,40.35773,-73.237462,1.71,0,0
201503.20150522.132003595.415700.png,46.99,40.258332,-72.896225,2.25,0,0
201503.20150522.140153968.430700.png,51.4,40.230902,-72.81191,2.1,0,0
201503.20150522.140638477.432400.png,52.89,40.22781,-72.801995,2.03,0,0
201503.20150522.142035257.437400.png,53.26,40.219007,-72.77253,2.06,0,0
201503.20150522.142536501.439200.png,53.45,40.215958,-72.761793,2.06,0,0
201503.20150522.143021010.440900.png,55.62,40.213207,-72.751655,2,0,0
201503.20150522.143341846.442100.png,54.42,40.211283,-72.744518,1.97,2,0
201503.20150522.143752871.443600.png,56.98,40.20905,-72.735587,1.95,0,0
201503.20150522.144220652.445200.png,58.46,40.20672,-72.72602,1.89,0,0
201503.20150522.144631685.446700.png,56.59,40.204582,-72.717098,1.91,0,0
201503.20150522.145050758.448248.png,57.92,40.202363,-72.707868,1.65,0,0
201503.20150522.150225631.452400.png,58.04,40.196228,-72.68302,1.85,0,0
201503.20150522.150727023.454200.png,57.94,40.19353,-72.672213,1.59,0,0
201503.20150522.151154804.455800.png,58.33,40.19118,-72.66259,1.44,0,0
201503.20150522.151622569.457400.png,58.92,40.188907,-72.652898,1.95,2,0
201503.20150522.152050349.459000.png,58.9,40.186617,-72.643267,2.05,0,0
201503.20150522.153948365.465800.png,58.81,40.177207,-72.601982,2.03,0,0
201503.20150522.154449616.467600.png,59.55,40.174517,-72.590995,1.91,0,0
201503.20150522.154950863.469400.png,58.6,40.171762,-72.580122,1.91,0,0
201503.20150522.155953347.473000.png,59.43,40.165907,-72.558358,1.88,0,0
201503.20150522.164126976.487900.png,60.37,40.138638,-72.469083,1.95,0,0
201503.20150522.165704186.493500.png,61.5,40.127518,-72.436543,1.48,0,0
201503.20150522.170740130.497300.png,62.76,40.119692,-72.414432,1.82,0,0
201503.20150522.172933379.505147.png,65.67,40.13844,-72.401562,2.03,0,0
201503.20150522.173714126.507900.png,66.6,40.152475,-72.404905,2.04,0,0
201503.20150522.174502722.510700.png,68.13,40.166863,-72.408502,2.19,0,0
201503.20150522.180023170.516200.png,65.24,40.194147,-72.415225,1.46,0,0
201503.20150522.180648097.518500.png,62.41,40.20546,-72.4183,1.8,0,0
201503.20150522.183852708.530000.png,56.2,40.264673,-72.432743,1.62,0,0
201503.20150522.194926855.555300.png,48.65,40.376305,-72.507118,1.75,2,0
201503.20150522.204654417.575900.png,44.55,40.454958,-72.60281,1.92,0,0
201503.20150523.032554376.718946.png,54.07,40.516965,-72.258588,1.56,31,2
201503.20150523.035340241.728900.png,56.99,40.479435,-72.213598,1.86,0,0
201503.20150523.044949318.749031.png,59.22,40.459012,-72.096667,1.81,0,0
201503.20150523.051739534.759011.png,62.27,40.467758,-72.03834,2.32,0,0
201503.20150523.063051671.785255.png,55.75,40.568448,-72.022063,2.09,406,37
201503.20150523.064333984.789810.png,53.05,40.586467,-72.04273,1.76,32,0
201503.20150523.075456822.815400.png,45.38,40.690252,-72.15784,1.85,0,0
201503.20150523.113551681.894600.png,38.96,40.849963,-72.070233,1.27,0,0
201503.20150523.114403565.897539.png,38.69,40.837212,-72.061988,1.49,0,0
201503.20150523.114824293.899097.png,38.77,40.830605,-72.057408,1.76,0,0
201503.20150523.124304999.918700.png,44.55,40.755655,-71.984023,1.65,0,0
201503.20150523.190152457.1054500.png,45.01,40.949612,-71.683058,1.75,6,1
201503.20150523.212145083.1104645.png,48.26,40.996427,-71.476613,1.67,0,0
201503.20150524.081018363.11700.png,44.87,40.404795,-72.768325,1.86,2,0
201503.20150524.081741872.14350.png,45.2,40.3931,-72.77657,1.62,0,0
201503.20150524.085200525.26650.png,47.29,40.33926,-72.816155,2.29,0,0
201503.20150524.101245676.55600.png,46.35,40.219045,-72.91618,1.83,0,0
201503.20150524.111720340.78750.png,45.68,40.128525,-73.005238,2,0,0
201503.20150524.112303597.80800.png,45.63,40.120562,-73.012905,2.22,0,0
201503.20150524.114308567.88000.png,44.56,40.09268,-73.040055,2.05,0,0
201503.20150524.120519050.95950.png,46,40.06138,-73.06883,1.89,0,0
201503.20150524.122450717.102950.png,47.19,40.033033,-73.093263,1.88,11,0
201503.20150524.122910125.104500.png,47.31,40.026553,-73.09866,2.21,0,0
201503.20150524.125252837.113000.png,48.05,39.991103,-73.12836,2.01,0,0
201503.20150524.140532496.139050.png,51.57,39.886552,-73.220103,1.14,0,0
201503.20150524.141157410.141350.png,51.01,39.877012,-73.227252,1.76,0,0
201503.20150524.141732131.143350.png,50.01,39.868645,-73.233553,1.95,0,0
201503.20150524.142306842.145350.png,47.81,39.860353,-73.239775,1.51,0,0
201503.20150524.143605050.150000.png,44.48,39.84128,-73.253673,2.35,0,0
201503.20150524.145536554.157000.png,42.66,39.81293,-73.275002,1.83,0,0
201503.20150524.155650210.178950.png,37.7,39.721403,-73.340677,1.85,0,0
201503.20150524.161909068.186950.png,36.15,39.68724,-73.361633,1.85,0,0
201503.20150524.164144657.195050.png,34.21,39.654835,-73.386342,1.99,0,0
201503.20150524.170248376.202600.png,35.67,39.6255,-73.41321,1.71,0,0
201503.20150524.172301709.209850.png,36.3,39.597617,-73.439833,1.86,0,0
201503.20150524.174241588.216900.png,35.67,39.57056,-73.465625,1.82,0,0
201503.20150524.180311669.224250.png,40.28,39.541943,-73.49086,1.71,0,0
201503.20150524.182629101.232600.png,41.4,39.508115,-73.518092,1.9,0,0
201503.20150524.184938153.240900.png,35.61,39.48675,-73.474813,1.68,0,0
201503.20150524.190959876.248200.png,32.82,39.470612,-73.429433,1.66,0,0
201503.20150524.191622283.250485.png,35.22,39.465625,-73.415188,1.57,113,9
201503.20150524.192931374.255200.png,35.32,39.455,-73.386113,1.94,0,0
201503.20150524.194911240.262250.png,34.36,39.438483,-73.342872,1.89,0,0
201503.20150524.200842739.269250.png,46.09,39.42193,-73.299942,1.91,0,0
201503.20150524.203504262.278700.png,55.88,39.398983,-73.243623,1.79,0,0
201503.20150524.205748387.286850.png,56.7,39.372385,-73.215977,1.74,0,0
201503.20150524.211810105.294150.png,60.39,39.337625,-73.223833,1.99,0,0
201503.20150524.212607083.297000.png,60.6,39.324055,-73.226748,2.07,0,0
201503.20150524.223148335.320550.png,61.51,39.212447,-73.252283,1.83,0,0
201503.20150524.235134763.349150.png,59.4,39.08706,-73.317608,1.68,0,0
201503.20150525.002347730.360700.png,61.96,39.036693,-73.345953,1.77,0,0
201503.20150525.003530644.364900.png,63.73,39.018008,-73.355415,2.02,0,0
201503.20150525.011433642.378900.png,64.83,38.954453,-73.385512,1.89,0,0
201503.20150525.012723481.383500.png,63.64,38.933802,-73.395568,1.63,0,0
201503.20150525.013520447.386350.png,63.32,38.921293,-73.40211,1.82,0,0
201503.20150525.013849651.387600.png,63.1,38.915788,-73.40491,1.59,0,0
201503.20150525.013948215.387950.png,63.12,38.914227,-73.405693,1.84,0,0
201503.20150525.014506200.389850.png,61.79,38.905758,-73.409947,1.73,0,0
201503.20150525.015542159.393650.png,61.02,38.888757,-73.41794,1.69,5,0
201503.20150525.020922219.398550.png,59.54,38.866777,-73.427802,2.02,0,0
201503.20150525.020947319.398700.png,59.89,38.866097,-73.428092,2.04,0,0
201503.20150525.022048374.402650.png,64.83,38.848393,-73.436027,2,0,0
201503.20150525.022302257.403450.png,66.19,38.844802,-73.437683,2.34,0,0
201503.20150525.022516143.404250.png,67.59,38.841105,-73.439315,2.13,0,0
201503.20150525.022943934.405850.png,70.26,38.833843,-73.442483,2.15,0,0
201503.20150525.023411687.407450.png,70.93,38.82655,-73.445642,1.57,0,0
201503.20150525.025425024.414700.png,66.32,38.793492,-73.460088,1.73,0,0
201503.20150525.025917913.416450.png,69,38.785503,-73.463638,2.12,0,0
201503.20150525.030148533.417350.png,69.66,38.781387,-73.465477,1.8,0,0
201503.20150525.032210239.424650.png,68.05,38.747483,-73.4806,2.05,0,0
201503.20150525.033254560.428500.png,67.98,38.729925,-73.490503,1.61,0,0
201503.20150525.033829290.430500.png,68.29,38.721355,-73.495752,1.62,0,0
201503.20150525.034257051.432100.png,67.77,38.714407,-73.500172,1.78,0,0
201503.20150525.034613687.433275.png,67.84,38.709232,-73.503483,1.88,0,0
201503.20150525.035033093.434825.png,68.32,38.702142,-73.507418,1.68,0,0
201503.20150525.035148408.435275.png,68.46,38.700092,-73.508545,1.87,0,0
201503.20150525.043005387.449000.png,64.93,38.705698,-73.567662,2.03,0,0
201503.20150525.043322038.450175.png,64.97,38.708897,-73.573845,1.32,0,0
201503.20150525.043437341.450625.png,64.45,38.710118,-73.576195,1.94,0,0
201503.20150525.043506621.450800.png,64.1,38.710613,-73.577143,2.05,0,0
201503.20150525.044414731.454075.png,63.68,38.719698,-73.594377,1.71,0,0
201503.20150525.044710450.455125.png,62.61,38.722563,-73.599843,1.43,0,0
201503.20150525.045557631.458275.png,61.62,38.731283,-73.616438,1.72,0,0
201503.20150525.045901710.459375.png,60.9,38.734327,-73.622112,1.6,0,0
201503.20150525.050025450.459875.png,60.45,38.735662,-73.624638,2.34,0,0
201503.20150525.050205804.460475.png,59.18,38.737315,-73.627765,2.15,0,0
201503.20150525.051225027.464175.png,57.23,38.747872,-73.647107,1.93,0,0
201503.20150525.051529122.465275.png,57.03,38.750912,-73.65287,1.67,0,0
201503.20150525.052022005.467025.png,56.54,38.755822,-73.662048,2.38,1,0
201503.20150525.053152352.471150.png,52.98,38.767663,-73.68339,1.9,0,0
201503.20150525.053953512.474025.png,51.54,38.77599,-73.698357,1.25,0,0
201503.20150525.054159028.474775.png,51.16,38.77815,-73.702327,1.83,40,0
201503.20150525.054331066.475325.png,50.99,38.779718,-73.705205,1.99,0,0
201503.20150525.054635155.476425.png,50.86,38.782852,-73.71097,1.83,0,0
201503.20150525.055050383.477950.png,49.64,38.787157,-73.719025,2.05,0,0
201503.20150525.060854187.484425.png,50.59,38.805408,-73.753897,2.26,0,0
201503.20150525.061022049.484950.png,51.36,38.806877,-73.756773,2.2,0,0
201503.20150525.061856671.488025.png,50.54,38.800677,-73.766297,2.32,1,0
201503.20150525.062349558.489775.png,50.4,38.792155,-73.767768,1.93,0,0
201503.20150525.062932631.491825.png,48.69,38.78194,-73.768838,2.27,0,0
201503.20150525.063619648.494257.png,47.59,38.769723,-73.770013,2.27,247,4
201503.20150525.063943491.495475.png,48.14,38.763593,-73.770533,2.31,0,0
201503.20150525.064925054.498950.png,47.28,38.745793,-73.771788,1.83,0,0
201503.20150525.065044549.499425.png,48.03,38.743355,-73.771967,2.27,24,0
201503.20150525.065858252.502375.png,50.81,38.728068,-73.773752,2.02,0,0
201503.20150525.065910792.502450.png,50.74,38.727662,-73.773795,2.1,0,0
201503.20150525.070950933.506275.png,50.39,38.708155,-73.778718,1.93,0,0
201503.20150525.071525654.508275.png,51.91,38.698123,-73.781663,1.98,3,0
201503.20150525.071706073.508875.png,51.99,38.695093,-73.782505,2,0,0
201503.20150525.071825581.509350.png,51.7,38.692722,-73.78317,1.99,12,0
201503.20150525.072052008.510225.png,51.7,38.68824,-73.784435,1.87,0,0
201503.20150525.072203133.510650.png,51.97,38.686095,-73.785028,2.34,0,0
201503.20150525.072318439.511100.png,52.04,38.683815,-73.78563,1.94,1,0
201503.20150525.073834720.516575.png,55.84,38.655763,-73.793017,1.76,0,0
201503.20150525.075026153.520825.png,56.16,38.633777,-73.79895,1.9,0,0
201503.20150525.075219122.521500.png,56.27,38.630223,-73.799948,1.65,0,0
201503.20150525.075630161.523000.png,57.82,38.622487,-73.802292,1.95,0,0
201503.20150525.075737105.523400.png,56.98,38.620427,-73.802967,1.75,0,0
201503.20150525.080221615.525100.png,58.06,38.611803,-73.805787,1.84,0,0
201503.20150525.080353667.525650.png,57.05,38.609002,-73.806697,2.02,0,0
201503.20150525.080615911.526500.png,57.27,38.604695,-73.808137,1.93,0,0
201503.20150525.080722859.526900.png,55.79,38.602685,-73.808833,2.14,0,0
201503.20150525.081001835.527850.png,56.75,38.597865,-73.810467,2.25,0,0
201503.20150525.081433795.529475.png,59.94,38.589727,-73.813268,2.11,0,0
201503.20150525.083027743.535175.png,56.16,38.561222,-73.822735,1.94,0,0
201503.20150525.083451328.536750.png,55.37,38.553362,-73.825107,2.13,0,0
201503.20150525.084449622.540325.png,57.12,38.535513,-73.83114,1.98,0,0
201503.20150525.085007602.542225.png,57.33,38.532853,-73.83977,1.92,0,0
201503.20150525.085850604.545350.png,55.59,38.543542,-73.853962,2.08,0,0
201503.20150525.090014276.545850.png,55.28,38.545182,-73.856275,1.84,0,0
201503.20150525.090437867.547425.png,56.93,38.550418,-73.863393,2.25,0,0
201503.20150525.090853080.548950.png,57.57,38.555535,-73.870245,2.07,0,0
201503.20150525.090930742.549175.png,57.97,38.556305,-73.871285,1.7,0,0
201503.20150525.091008400.549400.png,58.31,38.557045,-73.872295,2.28,0,0
201503.20150525.091411060.550850.png,56.39,38.561942,-73.878908,1.84,0,0
201503.20150525.091945777.552850.png,55.45,38.568612,-73.88812,2.16,0,0
201503.20150525.092159667.553650.png,54.66,38.571298,-73.891822,1.54,0,0
201503.20150525.092635809.555300.png,55.78,38.576778,-73.899482,1.66,0,0
201503.20150525.094340857.561425.png,50.53,38.596873,-73.927492,1.77,0,0
201503.20150525.094701702.562625.png,50.35,38.600895,-73.932895,2.07,0,0
201503.20150525.094833746.563175.png,50.24,38.602717,-73.935357,1.59,0,0
201503.20150525.094949056.563625.png,49.03,38.604197,-73.937375,1.72,0,0
201503.20150525.095852968.566875.png,47.06,38.61528,-73.95235,1.44,0,0
201503.20150525.100111032.567700.png,47.13,38.618118,-73.956188,2.08,0,0
201503.20150525.100559719.569425.png,47.97,38.624132,-73.96425,1.82,0,0
201503.20150525.101627314.573175.png,49.42,38.637542,-73.981555,1.98,0,0
201503.20150525.102938244.577900.png,49.72,38.654278,-74.003413,1.72,0,0
201503.20150525.102942433.577925.png,49.65,38.654357,-74.003522,1.84,0,0
201503.20150525.103303255.579125.png,49.56,38.658453,-74.009275,1.87,0,0
201503.20150525.103903068.581275.png,50.99,38.665537,-74.019882,1.8,0,0
201503.20150525.104618198.583875.png,50.41,38.673923,-74.032817,1.87,0,0
201503.20150525.105727631.587875.png,49.81,38.687075,-74.052638,1.89,0,0
201503.20150525.105908048.588475.png,49.51,38.68913,-74.055612,1.92,0,0
201503.20150525.110155418.589475.png,49.17,38.692545,-74.060505,1.89,0,0
201503.20150527.200713334.12550.png,36.15,39.597407,-73.393657,1.56,0,0
201503.20150527.203309759.21850.png,34.67,39.579517,-73.338307,2.09,0,0
201503.20150527.210004919.31500.png,36.5,39.558733,-73.282703,1.6,0,0
201503.20150527.212429464.40250.png,38.23,39.539705,-73.232872,1.66,0,0
201503.20150527.212505780.40467.png,37.94,39.539235,-73.231587,1.75,153,11
201503.20150527.214803716.48700.png,40.88,39.522145,-73.181338,1.55,0,0
201503.20150528.001224716.100450.png,63.31,39.648568,-72.937888,1.31,0,0
201503.20150528.003508671.108600.png,65.75,39.678513,-72.902092,1.64,0,0
201503.20150528.005308142.115050.png,70.17,39.70209,-72.875233,1.69,0,0
201503.20150528.012118432.125150.png,68.94,39.73967,-72.835717,1.81,0,0
201503.20150528.014444248.133550.png,69.76,39.770623,-72.802028,1.64,0,0
201503.20150528.023817494.152750.png,58.65,39.841792,-72.727473,2.36,0,0
201503.20150528.024557742.155500.png,58.55,39.852067,-72.716833,1.88,0,0
201503.20150528.031531726.166100.png,55.7,39.894362,-72.683067,1.45,0,0
201503.20150528.034646124.177300.png,56.87,39.942097,-72.654563,1.72,0,0
201503.20150528.041422967.187200.png,58.27,39.985572,-72.630087,1.72,0,0
201503.20150528.041952489.189169.png,58.74,39.984892,-72.620158,2.08,0,0
201503.20150528.042009899.189273.png,58.83,39.984673,-72.619607,2.26,1,0
201503.20150528.042253905.190253.png,58.48,39.982718,-72.613847,1.74,0,0
201503.20150528.042323361.190429.png,58.21,39.982392,-72.61283,1.31,1,0
201503.20150528.042507295.191050.png,58.4,39.98126,-72.609337,1.3,0,0
201503.20150528.042641851.191615.png,58.62,39.980528,-72.606275,1.83,1,0
201503.20150528.050806259.206460.png,65.16,40.01434,-72.525742,1.9,0,0
201503.20150528.051033714.207341.png,65.72,40.017115,-72.521598,1.96,0,0
201503.20150528.051230351.208038.png,65.83,40.01936,-72.518362,1.36,0,0
201503.20150528.051324581.208362.png,65.44,40.020423,-72.516883,2.19,0,0
201503.20150528.051419631.208691.png,65.44,40.021547,-72.515382,1.79,0,0
201503.20150528.051708501.209700.png,65.6,40.02505,-72.51088,1.78,0,0
201503.20150528.055144065.222100.png,61.87,40.062025,-72.450223,1.74,0,0
201503.20150528.065447338.244706.png,70.99,40.133848,-72.342625,1.65,0,0
201503.20150528.065538387.245011.png,71.13,40.13503,-72.341483,1.85,0,0
201503.20150528.065814872.245946.png,71.16,40.13869,-72.33799,2,0,0
201503.20150528.070130517.247115.png,70.79,40.143272,-72.33369,1.64,0,0
201503.20150528.070251852.247601.png,70.79,40.145163,-72.331887,1.67,0,0
201503.20150528.075123696.265000.png,67.3,40.181107,-72.233422,1.57,0,0
201503.20150528.091205340.293929.png,63.63,40.234553,-72.06005,1.85,0,0
201503.20150528.091940728.296650.png,62.09,40.235895,-72.042555,1.46,0,0
